#    L    TT             EE             TE             PP             TP          
  7233   0.544363E-02   0.481601E-04  -0.724258E-04   0.129350E+05   0.167799E+00
  7234   0.543791E-02   0.481894E-04  -0.726626E-04   0.129321E+05   0.167692E+00
  7235   0.543219E-02   0.482184E-04  -0.728982E-04   0.129293E+05   0.167584E+00
  7236   0.542649E-02   0.482471E-04  -0.731325E-04   0.129264E+05   0.167477E+00
  7237   0.542081E-02   0.482756E-04  -0.733657E-04   0.129235E+05   0.167369E+00
  7238   0.541513E-02   0.483037E-04  -0.735976E-04   0.129207E+05   0.167261E+00
  7239   0.540947E-02   0.483316E-04  -0.738283E-04   0.129178E+05   0.167154E+00
  7240   0.540382E-02   0.483593E-04  -0.740578E-04   0.129149E+05   0.167046E+00
  7241   0.539818E-02   0.483867E-04  -0.742861E-04   0.129121E+05   0.166938E+00
  7242   0.539256E-02   0.484138E-04  -0.745131E-04   0.129092E+05   0.166831E+00
  7243   0.538694E-02   0.484406E-04  -0.747390E-04   0.129063E+05   0.166723E+00
  7244   0.538134E-02   0.484671E-04  -0.749637E-04   0.129035E+05   0.166615E+00
  7245   0.537575E-02   0.484934E-04  -0.751871E-04   0.129006E+05   0.166507E+00
  7246   0.537017E-02   0.485195E-04  -0.754094E-04   0.128978E+05   0.166399E+00
  7247   0.536461E-02   0.485452E-04  -0.756305E-04   0.128949E+05   0.166291E+00
  7248   0.535905E-02   0.485707E-04  -0.758503E-04   0.128921E+05   0.166183E+00
  7249   0.535351E-02   0.485959E-04  -0.760690E-04   0.128892E+05   0.166075E+00
  7250   0.534798E-02   0.486209E-04  -0.762864E-04   0.128863E+05   0.165967E+00
  7251   0.534246E-02   0.486456E-04  -0.765027E-04   0.128835E+05   0.165859E+00
  7252   0.533696E-02   0.486700E-04  -0.767178E-04   0.128806E+05   0.165751E+00
  7253   0.533146E-02   0.486942E-04  -0.769317E-04   0.128778E+05   0.165643E+00
  7254   0.532598E-02   0.487181E-04  -0.771444E-04   0.128749E+05   0.165535E+00
  7255   0.532051E-02   0.487417E-04  -0.773559E-04   0.128721E+05   0.165427E+00
  7256   0.531505E-02   0.487651E-04  -0.775662E-04   0.128692E+05   0.165319E+00
  7257   0.530960E-02   0.487882E-04  -0.777754E-04   0.128664E+05   0.165210E+00
  7258   0.530417E-02   0.488110E-04  -0.779833E-04   0.128635E+05   0.165102E+00
  7259   0.529875E-02   0.488336E-04  -0.781901E-04   0.128607E+05   0.164994E+00
  7260   0.529334E-02   0.488559E-04  -0.783957E-04   0.128579E+05   0.164886E+00
  7261   0.528794E-02   0.488779E-04  -0.786001E-04   0.128550E+05   0.164777E+00
  7262   0.528255E-02   0.488997E-04  -0.788034E-04   0.128522E+05   0.164669E+00
  7263   0.527717E-02   0.489213E-04  -0.790054E-04   0.128493E+05   0.164561E+00
  7264   0.527181E-02   0.489425E-04  -0.792063E-04   0.128465E+05   0.164452E+00
  7265   0.526646E-02   0.489635E-04  -0.794061E-04   0.128436E+05   0.164344E+00
  7266   0.526112E-02   0.489843E-04  -0.796046E-04   0.128408E+05   0.164235E+00
  7267   0.525579E-02   0.490048E-04  -0.798020E-04   0.128380E+05   0.164127E+00
  7268   0.525047E-02   0.490250E-04  -0.799982E-04   0.128351E+05   0.164018E+00
  7269   0.524517E-02   0.490449E-04  -0.801933E-04   0.128323E+05   0.163910E+00
  7270   0.523988E-02   0.490646E-04  -0.803872E-04   0.128295E+05   0.163801E+00
  7271   0.523459E-02   0.490841E-04  -0.805799E-04   0.128266E+05   0.163692E+00
  7272   0.522933E-02   0.491033E-04  -0.807715E-04   0.128238E+05   0.163584E+00
  7273   0.522407E-02   0.491222E-04  -0.809619E-04   0.128210E+05   0.163475E+00
  7274   0.521882E-02   0.491409E-04  -0.811511E-04   0.128181E+05   0.163366E+00
  7275   0.521359E-02   0.491593E-04  -0.813392E-04   0.128153E+05   0.163258E+00
  7276   0.520836E-02   0.491775E-04  -0.815262E-04   0.128125E+05   0.163149E+00
  7277   0.520315E-02   0.491954E-04  -0.817119E-04   0.128096E+05   0.163040E+00
  7278   0.519795E-02   0.492130E-04  -0.818966E-04   0.128068E+05   0.162931E+00
  7279   0.519276E-02   0.492304E-04  -0.820801E-04   0.128040E+05   0.162822E+00
  7280   0.518759E-02   0.492475E-04  -0.822624E-04   0.128012E+05   0.162713E+00
  7281   0.518242E-02   0.492644E-04  -0.824436E-04   0.127983E+05   0.162605E+00
  7282   0.517727E-02   0.492810E-04  -0.826236E-04   0.127955E+05   0.162496E+00
  7283   0.517213E-02   0.492974E-04  -0.828025E-04   0.127927E+05   0.162387E+00
  7284   0.516699E-02   0.493135E-04  -0.829803E-04   0.127899E+05   0.162278E+00
  7285   0.516188E-02   0.493294E-04  -0.831569E-04   0.127871E+05   0.162169E+00
  7286   0.515677E-02   0.493450E-04  -0.833324E-04   0.127842E+05   0.162060E+00
  7287   0.515167E-02   0.493603E-04  -0.835068E-04   0.127814E+05   0.161951E+00
  7288   0.514659E-02   0.493754E-04  -0.836800E-04   0.127786E+05   0.161842E+00
  7289   0.514151E-02   0.493903E-04  -0.838520E-04   0.127758E+05   0.161732E+00
  7290   0.513645E-02   0.494049E-04  -0.840230E-04   0.127730E+05   0.161623E+00
  7291   0.513140E-02   0.494192E-04  -0.841928E-04   0.127702E+05   0.161514E+00
  7292   0.512636E-02   0.494333E-04  -0.843615E-04   0.127673E+05   0.161405E+00
  7293   0.512134E-02   0.494472E-04  -0.845290E-04   0.127645E+05   0.161296E+00
  7294   0.511632E-02   0.494608E-04  -0.846955E-04   0.127617E+05   0.161186E+00
  7295   0.511132E-02   0.494741E-04  -0.848608E-04   0.127589E+05   0.161077E+00
  7296   0.510632E-02   0.494872E-04  -0.850250E-04   0.127561E+05   0.160968E+00
  7297   0.510134E-02   0.495001E-04  -0.851880E-04   0.127533E+05   0.160859E+00
  7298   0.509637E-02   0.495127E-04  -0.853500E-04   0.127505E+05   0.160749E+00
  7299   0.509141E-02   0.495250E-04  -0.855108E-04   0.127477E+05   0.160640E+00
  7300   0.508646E-02   0.495371E-04  -0.856705E-04   0.127449E+05   0.160531E+00
  7301   0.508152E-02   0.495490E-04  -0.858291E-04   0.127421E+05   0.160421E+00
  7302   0.507660E-02   0.495606E-04  -0.859866E-04   0.127393E+05   0.160312E+00
  7303   0.507169E-02   0.495719E-04  -0.861429E-04   0.127365E+05   0.160202E+00
  7304   0.506678E-02   0.495830E-04  -0.862982E-04   0.127337E+05   0.160093E+00
  7305   0.506189E-02   0.495939E-04  -0.864523E-04   0.127309E+05   0.159983E+00
  7306   0.505701E-02   0.496045E-04  -0.866054E-04   0.127281E+05   0.159874E+00
  7307   0.505214E-02   0.496149E-04  -0.867573E-04   0.127253E+05   0.159764E+00
  7308   0.504728E-02   0.496250E-04  -0.869081E-04   0.127225E+05   0.159655E+00
  7309   0.504244E-02   0.496349E-04  -0.870579E-04   0.127197E+05   0.159545E+00
  7310   0.503760E-02   0.496446E-04  -0.872065E-04   0.127169E+05   0.159435E+00
  7311   0.503277E-02   0.496540E-04  -0.873540E-04   0.127141E+05   0.159326E+00
  7312   0.502796E-02   0.496631E-04  -0.875005E-04   0.127113E+05   0.159216E+00
  7313   0.502316E-02   0.496720E-04  -0.876458E-04   0.127085E+05   0.159106E+00
  7314   0.501837E-02   0.496807E-04  -0.877900E-04   0.127057E+05   0.158997E+00
  7315   0.501359E-02   0.496891E-04  -0.879332E-04   0.127029E+05   0.158887E+00
  7316   0.500882E-02   0.496973E-04  -0.880752E-04   0.127001E+05   0.158777E+00
  7317   0.500406E-02   0.497052E-04  -0.882162E-04   0.126974E+05   0.158667E+00
  7318   0.499931E-02   0.497129E-04  -0.883561E-04   0.126946E+05   0.158557E+00
  7319   0.499458E-02   0.497204E-04  -0.884949E-04   0.126918E+05   0.158448E+00
  7320   0.498985E-02   0.497276E-04  -0.886326E-04   0.126890E+05   0.158338E+00
  7321   0.498514E-02   0.497346E-04  -0.887692E-04   0.126862E+05   0.158228E+00
  7322   0.498044E-02   0.497413E-04  -0.889048E-04   0.126834E+05   0.158118E+00
  7323   0.497574E-02   0.497478E-04  -0.890392E-04   0.126806E+05   0.158008E+00
  7324   0.497106E-02   0.497541E-04  -0.891726E-04   0.126779E+05   0.157898E+00
  7325   0.496639E-02   0.497601E-04  -0.893049E-04   0.126751E+05   0.157788E+00
  7326   0.496173E-02   0.497659E-04  -0.894361E-04   0.126723E+05   0.157678E+00
  7327   0.495709E-02   0.497714E-04  -0.895663E-04   0.126695E+05   0.157568E+00
  7328   0.495245E-02   0.497767E-04  -0.896954E-04   0.126667E+05   0.157458E+00
  7329   0.494782E-02   0.497818E-04  -0.898234E-04   0.126640E+05   0.157348E+00
  7330   0.494321E-02   0.497866E-04  -0.899503E-04   0.126612E+05   0.157238E+00
  7331   0.493860E-02   0.497912E-04  -0.900762E-04   0.126584E+05   0.157128E+00
  7332   0.493401E-02   0.497956E-04  -0.902010E-04   0.126556E+05   0.157018E+00
  7333   0.492943E-02   0.497997E-04  -0.903248E-04   0.126529E+05   0.156908E+00
  7334   0.492485E-02   0.498036E-04  -0.904475E-04   0.126501E+05   0.156797E+00
  7335   0.492029E-02   0.498073E-04  -0.905691E-04   0.126473E+05   0.156687E+00
  7336   0.491574E-02   0.498107E-04  -0.906897E-04   0.126446E+05   0.156577E+00
  7337   0.491120E-02   0.498139E-04  -0.908092E-04   0.126418E+05   0.156467E+00
  7338   0.490668E-02   0.498168E-04  -0.909276E-04   0.126390E+05   0.156357E+00
  7339   0.490216E-02   0.498195E-04  -0.910450E-04   0.126363E+05   0.156246E+00
  7340   0.489765E-02   0.498220E-04  -0.911613E-04   0.126335E+05   0.156136E+00
  7341   0.489315E-02   0.498243E-04  -0.912766E-04   0.126307E+05   0.156026E+00
  7342   0.488867E-02   0.498263E-04  -0.913909E-04   0.126280E+05   0.155915E+00
  7343   0.488419E-02   0.498281E-04  -0.915040E-04   0.126252E+05   0.155805E+00
  7344   0.487973E-02   0.498296E-04  -0.916162E-04   0.126224E+05   0.155695E+00
  7345   0.487528E-02   0.498309E-04  -0.917273E-04   0.126197E+05   0.155584E+00
  7346   0.487083E-02   0.498320E-04  -0.918373E-04   0.126169E+05   0.155474E+00
  7347   0.486640E-02   0.498329E-04  -0.919463E-04   0.126142E+05   0.155363E+00
  7348   0.486198E-02   0.498335E-04  -0.920543E-04   0.126114E+05   0.155253E+00
  7349   0.485757E-02   0.498339E-04  -0.921612E-04   0.126087E+05   0.155143E+00
  7350   0.485317E-02   0.498341E-04  -0.922671E-04   0.126059E+05   0.155032E+00
  7351   0.484878E-02   0.498340E-04  -0.923720E-04   0.126031E+05   0.154922E+00
  7352   0.484440E-02   0.498337E-04  -0.924758E-04   0.126004E+05   0.154811E+00
  7353   0.484003E-02   0.498332E-04  -0.925786E-04   0.125976E+05   0.154700E+00
  7354   0.483567E-02   0.498325E-04  -0.926804E-04   0.125949E+05   0.154590E+00
  7355   0.483132E-02   0.498315E-04  -0.927811E-04   0.125921E+05   0.154479E+00
  7356   0.482699E-02   0.498303E-04  -0.928808E-04   0.125894E+05   0.154369E+00
  7357   0.482266E-02   0.498289E-04  -0.929795E-04   0.125866E+05   0.154258E+00
  7358   0.481835E-02   0.498272E-04  -0.930771E-04   0.125839E+05   0.154148E+00
  7359   0.481404E-02   0.498253E-04  -0.931737E-04   0.125811E+05   0.154037E+00
  7360   0.480974E-02   0.498232E-04  -0.932693E-04   0.125784E+05   0.153926E+00
  7361   0.480546E-02   0.498209E-04  -0.933639E-04   0.125756E+05   0.153816E+00
  7362   0.480119E-02   0.498183E-04  -0.934575E-04   0.125729E+05   0.153705E+00
  7363   0.479692E-02   0.498155E-04  -0.935500E-04   0.125702E+05   0.153594E+00
  7364   0.479267E-02   0.498125E-04  -0.936416E-04   0.125674E+05   0.153483E+00
  7365   0.478843E-02   0.498093E-04  -0.937321E-04   0.125647E+05   0.153373E+00
  7366   0.478419E-02   0.498059E-04  -0.938216E-04   0.125619E+05   0.153262E+00
  7367   0.477997E-02   0.498022E-04  -0.939101E-04   0.125592E+05   0.153151E+00
  7368   0.477576E-02   0.497983E-04  -0.939976E-04   0.125565E+05   0.153040E+00
  7369   0.477156E-02   0.497941E-04  -0.940840E-04   0.125537E+05   0.152930E+00
  7370   0.476737E-02   0.497898E-04  -0.941695E-04   0.125510E+05   0.152819E+00
  7371   0.476319E-02   0.497852E-04  -0.942540E-04   0.125482E+05   0.152708E+00
  7372   0.475902E-02   0.497804E-04  -0.943374E-04   0.125455E+05   0.152597E+00
  7373   0.475486E-02   0.497754E-04  -0.944199E-04   0.125428E+05   0.152486E+00
  7374   0.475071E-02   0.497702E-04  -0.945014E-04   0.125400E+05   0.152375E+00
  7375   0.474657E-02   0.497648E-04  -0.945818E-04   0.125373E+05   0.152264E+00
  7376   0.474244E-02   0.497591E-04  -0.946613E-04   0.125346E+05   0.152153E+00
  7377   0.473832E-02   0.497532E-04  -0.947398E-04   0.125319E+05   0.152042E+00
  7378   0.473421E-02   0.497471E-04  -0.948172E-04   0.125291E+05   0.151931E+00
  7379   0.473011E-02   0.497408E-04  -0.948937E-04   0.125264E+05   0.151820E+00
  7380   0.472603E-02   0.497342E-04  -0.949692E-04   0.125237E+05   0.151709E+00
  7381   0.472195E-02   0.497274E-04  -0.950437E-04   0.125209E+05   0.151598E+00
  7382   0.471788E-02   0.497205E-04  -0.951172E-04   0.125182E+05   0.151487E+00
  7383   0.471382E-02   0.497133E-04  -0.951898E-04   0.125155E+05   0.151376E+00
  7384   0.470978E-02   0.497058E-04  -0.952613E-04   0.125128E+05   0.151265E+00
  7385   0.470574E-02   0.496982E-04  -0.953319E-04   0.125100E+05   0.151154E+00
  7386   0.470171E-02   0.496904E-04  -0.954015E-04   0.125073E+05   0.151043E+00
  7387   0.469769E-02   0.496823E-04  -0.954701E-04   0.125046E+05   0.150932E+00
  7388   0.469369E-02   0.496740E-04  -0.955377E-04   0.125019E+05   0.150821E+00
  7389   0.468969E-02   0.496655E-04  -0.956044E-04   0.124992E+05   0.150710E+00
  7390   0.468570E-02   0.496568E-04  -0.956701E-04   0.124964E+05   0.150599E+00
  7391   0.468173E-02   0.496479E-04  -0.957348E-04   0.124937E+05   0.150488E+00
  7392   0.467776E-02   0.496387E-04  -0.957985E-04   0.124910E+05   0.150376E+00
  7393   0.467380E-02   0.496294E-04  -0.958613E-04   0.124883E+05   0.150265E+00
  7394   0.466986E-02   0.496198E-04  -0.959231E-04   0.124856E+05   0.150154E+00
  7395   0.466592E-02   0.496100E-04  -0.959839E-04   0.124829E+05   0.150043E+00
  7396   0.466199E-02   0.496000E-04  -0.960438E-04   0.124802E+05   0.149932E+00
  7397   0.465808E-02   0.495898E-04  -0.961027E-04   0.124775E+05   0.149820E+00
  7398   0.465417E-02   0.495794E-04  -0.961606E-04   0.124747E+05   0.149709E+00
  7399   0.465027E-02   0.495688E-04  -0.962176E-04   0.124720E+05   0.149598E+00
  7400   0.464639E-02   0.495579E-04  -0.962736E-04   0.124693E+05   0.149487E+00
  7401   0.464251E-02   0.495469E-04  -0.963287E-04   0.124666E+05   0.149375E+00
  7402   0.463864E-02   0.495356E-04  -0.963828E-04   0.124639E+05   0.149264E+00
  7403   0.463479E-02   0.495242E-04  -0.964359E-04   0.124612E+05   0.149153E+00
  7404   0.463094E-02   0.495125E-04  -0.964881E-04   0.124585E+05   0.149041E+00
  7405   0.462710E-02   0.495006E-04  -0.965394E-04   0.124558E+05   0.148930E+00
  7406   0.462327E-02   0.494885E-04  -0.965897E-04   0.124531E+05   0.148819E+00
  7407   0.461946E-02   0.494762E-04  -0.966390E-04   0.124504E+05   0.148707E+00
  7408   0.461565E-02   0.494637E-04  -0.966875E-04   0.124477E+05   0.148596E+00
  7409   0.461185E-02   0.494509E-04  -0.967349E-04   0.124450E+05   0.148485E+00
  7410   0.460806E-02   0.494380E-04  -0.967814E-04   0.124423E+05   0.148373E+00
  7411   0.460428E-02   0.494249E-04  -0.968270E-04   0.124396E+05   0.148262E+00
  7412   0.460052E-02   0.494115E-04  -0.968717E-04   0.124369E+05   0.148150E+00
  7413   0.459676E-02   0.493980E-04  -0.969154E-04   0.124342E+05   0.148039E+00
  7414   0.459301E-02   0.493842E-04  -0.969581E-04   0.124315E+05   0.147927E+00
  7415   0.458927E-02   0.493703E-04  -0.969999E-04   0.124288E+05   0.147816E+00
  7416   0.458554E-02   0.493561E-04  -0.970408E-04   0.124261E+05   0.147704E+00
  7417   0.458182E-02   0.493417E-04  -0.970808E-04   0.124234E+05   0.147593E+00
  7418   0.457811E-02   0.493271E-04  -0.971198E-04   0.124207E+05   0.147482E+00
  7419   0.457441E-02   0.493124E-04  -0.971579E-04   0.124181E+05   0.147370E+00
  7420   0.457072E-02   0.492974E-04  -0.971951E-04   0.124154E+05   0.147258E+00
  7421   0.456704E-02   0.492822E-04  -0.972314E-04   0.124127E+05   0.147147E+00
  7422   0.456336E-02   0.492668E-04  -0.972667E-04   0.124100E+05   0.147035E+00
  7423   0.455970E-02   0.492512E-04  -0.973011E-04   0.124073E+05   0.146924E+00
  7424   0.455605E-02   0.492354E-04  -0.973346E-04   0.124046E+05   0.146812E+00
  7425   0.455241E-02   0.492194E-04  -0.973672E-04   0.124019E+05   0.146701E+00
  7426   0.454877E-02   0.492032E-04  -0.973988E-04   0.123993E+05   0.146589E+00
  7427   0.454515E-02   0.491868E-04  -0.974295E-04   0.123966E+05   0.146478E+00
  7428   0.454154E-02   0.491702E-04  -0.974594E-04   0.123939E+05   0.146366E+00
  7429   0.453793E-02   0.491534E-04  -0.974883E-04   0.123912E+05   0.146254E+00
  7430   0.453434E-02   0.491364E-04  -0.975162E-04   0.123885E+05   0.146143E+00
  7431   0.453075E-02   0.491192E-04  -0.975433E-04   0.123858E+05   0.146031E+00
  7432   0.452717E-02   0.491018E-04  -0.975695E-04   0.123832E+05   0.145920E+00
  7433   0.452361E-02   0.490842E-04  -0.975948E-04   0.123805E+05   0.145808E+00
  7434   0.452005E-02   0.490664E-04  -0.976191E-04   0.123778E+05   0.145696E+00
  7435   0.451650E-02   0.490484E-04  -0.976426E-04   0.123751E+05   0.145585E+00
  7436   0.451296E-02   0.490302E-04  -0.976652E-04   0.123725E+05   0.145473E+00
  7437   0.450944E-02   0.490118E-04  -0.976868E-04   0.123698E+05   0.145361E+00
  7438   0.450592E-02   0.489932E-04  -0.977076E-04   0.123671E+05   0.145250E+00
  7439   0.450241E-02   0.489744E-04  -0.977274E-04   0.123645E+05   0.145138E+00
  7440   0.449891E-02   0.489554E-04  -0.977464E-04   0.123618E+05   0.145026E+00
  7441   0.449541E-02   0.489363E-04  -0.977645E-04   0.123591E+05   0.144914E+00
  7442   0.449193E-02   0.489169E-04  -0.977816E-04   0.123564E+05   0.144803E+00
  7443   0.448846E-02   0.488973E-04  -0.977979E-04   0.123538E+05   0.144691E+00
  7444   0.448500E-02   0.488775E-04  -0.978133E-04   0.123511E+05   0.144579E+00
  7445   0.448154E-02   0.488576E-04  -0.978278E-04   0.123484E+05   0.144468E+00
  7446   0.447810E-02   0.488374E-04  -0.978415E-04   0.123458E+05   0.144356E+00
  7447   0.447466E-02   0.488171E-04  -0.978542E-04   0.123431E+05   0.144244E+00
  7448   0.447124E-02   0.487965E-04  -0.978661E-04   0.123405E+05   0.144132E+00
  7449   0.446782E-02   0.487758E-04  -0.978770E-04   0.123378E+05   0.144020E+00
  7450   0.446441E-02   0.487549E-04  -0.978871E-04   0.123351E+05   0.143909E+00
  7451   0.446101E-02   0.487338E-04  -0.978963E-04   0.123325E+05   0.143797E+00
  7452   0.445763E-02   0.487125E-04  -0.979047E-04   0.123298E+05   0.143685E+00
  7453   0.445425E-02   0.486910E-04  -0.979121E-04   0.123272E+05   0.143573E+00
  7454   0.445088E-02   0.486693E-04  -0.979187E-04   0.123245E+05   0.143462E+00
  7455   0.444751E-02   0.486474E-04  -0.979245E-04   0.123218E+05   0.143350E+00
  7456   0.444416E-02   0.486253E-04  -0.979293E-04   0.123192E+05   0.143238E+00
  7457   0.444082E-02   0.486030E-04  -0.979333E-04   0.123165E+05   0.143126E+00
  7458   0.443749E-02   0.485806E-04  -0.979364E-04   0.123139E+05   0.143014E+00
  7459   0.443416E-02   0.485579E-04  -0.979386E-04   0.123112E+05   0.142902E+00
  7460   0.443084E-02   0.485351E-04  -0.979400E-04   0.123086E+05   0.142791E+00
  7461   0.442754E-02   0.485121E-04  -0.979406E-04   0.123059E+05   0.142679E+00
  7462   0.442424E-02   0.484889E-04  -0.979402E-04   0.123033E+05   0.142567E+00
  7463   0.442095E-02   0.484655E-04  -0.979390E-04   0.123006E+05   0.142455E+00
  7464   0.441767E-02   0.484419E-04  -0.979370E-04   0.122980E+05   0.142343E+00
  7465   0.441440E-02   0.484181E-04  -0.979340E-04   0.122953E+05   0.142231E+00
  7466   0.441114E-02   0.483942E-04  -0.979303E-04   0.122927E+05   0.142119E+00
  7467   0.440789E-02   0.483700E-04  -0.979257E-04   0.122900E+05   0.142007E+00
  7468   0.440465E-02   0.483457E-04  -0.979202E-04   0.122874E+05   0.141896E+00
  7469   0.440141E-02   0.483212E-04  -0.979139E-04   0.122847E+05   0.141784E+00
  7470   0.439819E-02   0.482965E-04  -0.979067E-04   0.122821E+05   0.141672E+00
  7471   0.439497E-02   0.482716E-04  -0.978987E-04   0.122795E+05   0.141560E+00
  7472   0.439176E-02   0.482465E-04  -0.978898E-04   0.122768E+05   0.141448E+00
  7473   0.438856E-02   0.482213E-04  -0.978801E-04   0.122742E+05   0.141336E+00
  7474   0.438537E-02   0.481958E-04  -0.978696E-04   0.122715E+05   0.141224E+00
  7475   0.438219E-02   0.481702E-04  -0.978582E-04   0.122689E+05   0.141112E+00
  7476   0.437902E-02   0.481444E-04  -0.978459E-04   0.122663E+05   0.141000E+00
  7477   0.437586E-02   0.481184E-04  -0.978329E-04   0.122636E+05   0.140888E+00
  7478   0.437271E-02   0.480922E-04  -0.978190E-04   0.122610E+05   0.140776E+00
  7479   0.436956E-02   0.480659E-04  -0.978042E-04   0.122584E+05   0.140664E+00
  7480   0.436642E-02   0.480393E-04  -0.977887E-04   0.122557E+05   0.140553E+00
  7481   0.436330E-02   0.480126E-04  -0.977723E-04   0.122531E+05   0.140441E+00
  7482   0.436018E-02   0.479857E-04  -0.977550E-04   0.122505E+05   0.140329E+00
  7483   0.435707E-02   0.479586E-04  -0.977370E-04   0.122478E+05   0.140217E+00
  7484   0.435397E-02   0.479314E-04  -0.977181E-04   0.122452E+05   0.140105E+00
  7485   0.435088E-02   0.479040E-04  -0.976984E-04   0.122426E+05   0.139993E+00
  7486   0.434779E-02   0.478763E-04  -0.976779E-04   0.122399E+05   0.139881E+00
  7487   0.434472E-02   0.478485E-04  -0.976565E-04   0.122373E+05   0.139769E+00
  7488   0.434165E-02   0.478206E-04  -0.976344E-04   0.122347E+05   0.139657E+00
  7489   0.433859E-02   0.477924E-04  -0.976114E-04   0.122321E+05   0.139545E+00
  7490   0.433555E-02   0.477641E-04  -0.975876E-04   0.122294E+05   0.139433E+00
  7491   0.433251E-02   0.477356E-04  -0.975629E-04   0.122268E+05   0.139321E+00
  7492   0.432947E-02   0.477069E-04  -0.975375E-04   0.122242E+05   0.139209E+00
  7493   0.432645E-02   0.476780E-04  -0.975113E-04   0.122216E+05   0.139097E+00
  7494   0.432344E-02   0.476490E-04  -0.974842E-04   0.122190E+05   0.138985E+00
  7495   0.432043E-02   0.476198E-04  -0.974563E-04   0.122163E+05   0.138873E+00
  7496   0.431744E-02   0.475904E-04  -0.974277E-04   0.122137E+05   0.138761E+00
  7497   0.431445E-02   0.475608E-04  -0.973982E-04   0.122111E+05   0.138649E+00
  7498   0.431147E-02   0.475311E-04  -0.973679E-04   0.122085E+05   0.138537E+00
  7499   0.430850E-02   0.475012E-04  -0.973368E-04   0.122059E+05   0.138425E+00
  7500   0.430554E-02   0.474711E-04  -0.973049E-04   0.122033E+05   0.138313E+00
  7501   0.430258E-02   0.474408E-04  -0.972722E-04   0.122006E+05   0.138201E+00
  7502   0.429964E-02   0.474104E-04  -0.972388E-04   0.121980E+05   0.138089E+00
  7503   0.429670E-02   0.473798E-04  -0.972045E-04   0.121954E+05   0.137977E+00
  7504   0.429377E-02   0.473490E-04  -0.971694E-04   0.121928E+05   0.137865E+00
  7505   0.429085E-02   0.473180E-04  -0.971335E-04   0.121902E+05   0.137753E+00
  7506   0.428794E-02   0.472869E-04  -0.970969E-04   0.121876E+05   0.137641E+00
  7507   0.428504E-02   0.472556E-04  -0.970594E-04   0.121850E+05   0.137529E+00
  7508   0.428214E-02   0.472241E-04  -0.970212E-04   0.121824E+05   0.137417E+00
  7509   0.427926E-02   0.471925E-04  -0.969822E-04   0.121798E+05   0.137305E+00
  7510   0.427638E-02   0.471607E-04  -0.969424E-04   0.121772E+05   0.137193E+00
  7511   0.427351E-02   0.471287E-04  -0.969018E-04   0.121745E+05   0.137081E+00
  7512   0.427065E-02   0.470966E-04  -0.968604E-04   0.121719E+05   0.136969E+00
  7513   0.426780E-02   0.470642E-04  -0.968182E-04   0.121693E+05   0.136857E+00
  7514   0.426496E-02   0.470317E-04  -0.967753E-04   0.121667E+05   0.136745E+00
  7515   0.426212E-02   0.469991E-04  -0.967316E-04   0.121641E+05   0.136633E+00
  7516   0.425929E-02   0.469663E-04  -0.966871E-04   0.121615E+05   0.136521E+00
  7517   0.425648E-02   0.469333E-04  -0.966418E-04   0.121589E+05   0.136409E+00
  7518   0.425366E-02   0.469001E-04  -0.965958E-04   0.121563E+05   0.136297E+00
  7519   0.425086E-02   0.468668E-04  -0.965490E-04   0.121537E+05   0.136185E+00
  7520   0.424807E-02   0.468333E-04  -0.965014E-04   0.121511E+05   0.136073E+00
  7521   0.424528E-02   0.467996E-04  -0.964531E-04   0.121485E+05   0.135961E+00
  7522   0.424251E-02   0.467658E-04  -0.964040E-04   0.121459E+05   0.135849E+00
  7523   0.423974E-02   0.467318E-04  -0.963541E-04   0.121434E+05   0.135737E+00
  7524   0.423698E-02   0.466976E-04  -0.963035E-04   0.121408E+05   0.135625E+00
  7525   0.423422E-02   0.466633E-04  -0.962521E-04   0.121382E+05   0.135513E+00
  7526   0.423148E-02   0.466288E-04  -0.961999E-04   0.121356E+05   0.135401E+00
  7527   0.422874E-02   0.465942E-04  -0.961470E-04   0.121330E+05   0.135289E+00
  7528   0.422602E-02   0.465594E-04  -0.960933E-04   0.121304E+05   0.135177E+00
  7529   0.422330E-02   0.465244E-04  -0.960389E-04   0.121278E+05   0.135065E+00
  7530   0.422059E-02   0.464892E-04  -0.959837E-04   0.121252E+05   0.134953E+00
  7531   0.421788E-02   0.464539E-04  -0.959278E-04   0.121226E+05   0.134841E+00
  7532   0.421519E-02   0.464185E-04  -0.958711E-04   0.121200E+05   0.134729E+00
  7533   0.421250E-02   0.463828E-04  -0.958137E-04   0.121175E+05   0.134617E+00
  7534   0.420982E-02   0.463470E-04  -0.957555E-04   0.121149E+05   0.134505E+00
  7535   0.420715E-02   0.463111E-04  -0.956966E-04   0.121123E+05   0.134393E+00
  7536   0.420449E-02   0.462750E-04  -0.956369E-04   0.121097E+05   0.134281E+00
  7537   0.420183E-02   0.462387E-04  -0.955765E-04   0.121071E+05   0.134170E+00
  7538   0.419918E-02   0.462023E-04  -0.955153E-04   0.121045E+05   0.134058E+00
  7539   0.419655E-02   0.461657E-04  -0.954534E-04   0.121020E+05   0.133946E+00
  7540   0.419392E-02   0.461289E-04  -0.953908E-04   0.120994E+05   0.133834E+00
  7541   0.419129E-02   0.460920E-04  -0.953274E-04   0.120968E+05   0.133722E+00
  7542   0.418868E-02   0.460549E-04  -0.952633E-04   0.120942E+05   0.133610E+00
