#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1362   0.760410E+03  -0.678393E+02   0.229979E-05  -0.678393E+02   0.251211E+02  -0.286431E-06   0.229979E-05  -0.286431E-06   0.406823E-08
  1363   0.762356E+03  -0.679718E+02   0.230313E-05  -0.679718E+02   0.249137E+02  -0.284479E-06   0.230313E-05  -0.284479E-06   0.406338E-08
  1364   0.764309E+03  -0.680880E+02   0.230633E-05  -0.680880E+02   0.247049E+02  -0.282505E-06   0.230633E-05  -0.282505E-06   0.405855E-08
  1365   0.766270E+03  -0.681879E+02   0.230939E-05  -0.681879E+02   0.244950E+02  -0.280507E-06   0.230939E-05  -0.280507E-06   0.405372E-08
  1366   0.768224E+03  -0.682715E+02   0.231232E-05  -0.682715E+02   0.242839E+02  -0.278486E-06   0.231232E-05  -0.278486E-06   0.404890E-08
  1367   0.770185E+03  -0.683388E+02   0.231512E-05  -0.683388E+02   0.240717E+02  -0.276444E-06   0.231512E-05  -0.276444E-06   0.404409E-08
  1368   0.772146E+03  -0.683897E+02   0.231778E-05  -0.683897E+02   0.238586E+02  -0.274379E-06   0.231778E-05  -0.274379E-06   0.403929E-08
  1369   0.774099E+03  -0.684243E+02   0.232031E-05  -0.684243E+02   0.236446E+02  -0.272293E-06   0.232031E-05  -0.272293E-06   0.403450E-08
  1370   0.776060E+03  -0.684426E+02   0.232270E-05  -0.684426E+02   0.234299E+02  -0.270185E-06   0.232270E-05  -0.270185E-06   0.402972E-08
  1371   0.778007E+03  -0.684446E+02   0.232496E-05  -0.684446E+02   0.232143E+02  -0.268057E-06   0.232496E-05  -0.268057E-06   0.402495E-08
  1372   0.779953E+03  -0.684304E+02   0.232709E-05  -0.684304E+02   0.229983E+02  -0.265908E-06   0.232709E-05  -0.265908E-06   0.402018E-08
  1373   0.781892E+03  -0.684000E+02   0.232908E-05  -0.684000E+02   0.227816E+02  -0.263738E-06   0.232908E-05  -0.263738E-06   0.401543E-08
  1374   0.783823E+03  -0.683535E+02   0.233095E-05  -0.683535E+02   0.225645E+02  -0.261549E-06   0.233095E-05  -0.261549E-06   0.401068E-08
  1375   0.785740E+03  -0.682908E+02   0.233268E-05  -0.682908E+02   0.223470E+02  -0.259340E-06   0.233268E-05  -0.259340E-06   0.400594E-08
  1376   0.787649E+03  -0.682120E+02   0.233427E-05  -0.682120E+02   0.221293E+02  -0.257112E-06   0.233427E-05  -0.257112E-06   0.400122E-08
  1377   0.789551E+03  -0.681173E+02   0.233574E-05  -0.681173E+02   0.219113E+02  -0.254865E-06   0.233574E-05  -0.254865E-06   0.399650E-08
  1378   0.791438E+03  -0.680066E+02   0.233707E-05  -0.680066E+02   0.216932E+02  -0.252600E-06   0.233707E-05  -0.252600E-06   0.399179E-08
  1379   0.793310E+03  -0.678800E+02   0.233828E-05  -0.678800E+02   0.214751E+02  -0.250316E-06   0.233828E-05  -0.250316E-06   0.398708E-08
  1380   0.795160E+03  -0.677374E+02   0.233935E-05  -0.677374E+02   0.212570E+02  -0.248015E-06   0.233935E-05  -0.248015E-06   0.398239E-08
  1381   0.797003E+03  -0.675790E+02   0.234029E-05  -0.675790E+02   0.210389E+02  -0.245696E-06   0.234029E-05  -0.245696E-06   0.397771E-08
  1382   0.798823E+03  -0.674049E+02   0.234110E-05  -0.674049E+02   0.208210E+02  -0.243360E-06   0.234110E-05  -0.243360E-06   0.397303E-08
  1383   0.800621E+03  -0.672150E+02   0.234178E-05  -0.672150E+02   0.206034E+02  -0.241007E-06   0.234178E-05  -0.241007E-06   0.396837E-08
  1384   0.802397E+03  -0.670095E+02   0.234233E-05  -0.670095E+02   0.203861E+02  -0.238637E-06   0.234233E-05  -0.238637E-06   0.396371E-08
  1385   0.804158E+03  -0.667885E+02   0.234274E-05  -0.667885E+02   0.201692E+02  -0.236251E-06   0.234274E-05  -0.236251E-06   0.395906E-08
  1386   0.805896E+03  -0.665523E+02   0.234303E-05  -0.665523E+02   0.199528E+02  -0.233850E-06   0.234303E-05  -0.233850E-06   0.395442E-08
  1387   0.807605E+03  -0.663009E+02   0.234319E-05  -0.663009E+02   0.197370E+02  -0.231433E-06   0.234319E-05  -0.231433E-06   0.394979E-08
  1388   0.809292E+03  -0.660346E+02   0.234323E-05  -0.660346E+02   0.195219E+02  -0.229001E-06   0.234323E-05  -0.229001E-06   0.394516E-08
  1389   0.810949E+03  -0.657533E+02   0.234313E-05  -0.657533E+02   0.193075E+02  -0.226555E-06   0.234313E-05  -0.226555E-06   0.394055E-08
  1390   0.812584E+03  -0.654574E+02   0.234290E-05  -0.654574E+02   0.190940E+02  -0.224093E-06   0.234290E-05  -0.224093E-06   0.393594E-08
  1391   0.814189E+03  -0.651470E+02   0.234255E-05  -0.651470E+02   0.188814E+02  -0.221618E-06   0.234255E-05  -0.221618E-06   0.393134E-08
  1392   0.815764E+03  -0.648221E+02   0.234206E-05  -0.648221E+02   0.186698E+02  -0.219129E-06   0.234206E-05  -0.219129E-06   0.392675E-08
  1393   0.817317E+03  -0.644830E+02   0.234145E-05  -0.644830E+02   0.184593E+02  -0.216627E-06   0.234145E-05  -0.216627E-06   0.392217E-08
  1394   0.818833E+03  -0.641296E+02   0.234071E-05  -0.641296E+02   0.182499E+02  -0.214112E-06   0.234071E-05  -0.214112E-06   0.391760E-08
  1395   0.820312E+03  -0.637623E+02   0.233985E-05  -0.637623E+02   0.180417E+02  -0.211584E-06   0.233985E-05  -0.211584E-06   0.391304E-08
  1396   0.821761E+03  -0.633810E+02   0.233886E-05  -0.633810E+02   0.178348E+02  -0.209043E-06   0.233886E-05  -0.209043E-06   0.390848E-08
  1397   0.823181E+03  -0.629861E+02   0.233774E-05  -0.629861E+02   0.176292E+02  -0.206491E-06   0.233774E-05  -0.206491E-06   0.390393E-08
  1398   0.824556E+03  -0.625774E+02   0.233649E-05  -0.625774E+02   0.174251E+02  -0.203927E-06   0.233649E-05  -0.203927E-06   0.389939E-08
  1399   0.825901E+03  -0.621555E+02   0.233512E-05  -0.621555E+02   0.172224E+02  -0.201351E-06   0.233512E-05  -0.201351E-06   0.389486E-08
  1400   0.827201E+03  -0.617204E+02   0.233362E-05  -0.617204E+02   0.170213E+02  -0.198765E-06   0.233362E-05  -0.198765E-06   0.389034E-08
  1401   0.828472E+03  -0.612724E+02   0.233199E-05  -0.612724E+02   0.168218E+02  -0.196168E-06   0.233199E-05  -0.196168E-06   0.388583E-08
  1402   0.829699E+03  -0.608116E+02   0.233024E-05  -0.608116E+02   0.166241E+02  -0.193560E-06   0.233024E-05  -0.193560E-06   0.388132E-08
  1403   0.830888E+03  -0.603382E+02   0.232837E-05  -0.603382E+02   0.164280E+02  -0.190943E-06   0.232837E-05  -0.190943E-06   0.387682E-08
  1404   0.832040E+03  -0.598526E+02   0.232637E-05  -0.598526E+02   0.162338E+02  -0.188315E-06   0.232637E-05  -0.188315E-06   0.387233E-08
  1405   0.833148E+03  -0.593547E+02   0.232425E-05  -0.593547E+02   0.160415E+02  -0.185679E-06   0.232425E-05  -0.185679E-06   0.386785E-08
  1406   0.834211E+03  -0.588449E+02   0.232201E-05  -0.588449E+02   0.158513E+02  -0.183033E-06   0.232201E-05  -0.183033E-06   0.386338E-08
  1407   0.835229E+03  -0.583234E+02   0.231964E-05  -0.583234E+02   0.156629E+02  -0.180378E-06   0.231964E-05  -0.180378E-06   0.385891E-08
  1408   0.836211E+03  -0.577903E+02   0.231716E-05  -0.577903E+02   0.154767E+02  -0.177715E-06   0.231716E-05  -0.177715E-06   0.385446E-08
  1409   0.837140E+03  -0.572459E+02   0.231455E-05  -0.572459E+02   0.152926E+02  -0.175044E-06   0.231455E-05  -0.175044E-06   0.385001E-08
  1410   0.838033E+03  -0.566904E+02   0.231182E-05  -0.566904E+02   0.151107E+02  -0.172365E-06   0.231182E-05  -0.172365E-06   0.384557E-08
  1411   0.838873E+03  -0.561241E+02   0.230898E-05  -0.561241E+02   0.149311E+02  -0.169678E-06   0.230898E-05  -0.169678E-06   0.384113E-08
  1412   0.839669E+03  -0.555471E+02   0.230602E-05  -0.555471E+02   0.147538E+02  -0.166983E-06   0.230602E-05  -0.166983E-06   0.383671E-08
  1413   0.840412E+03  -0.549597E+02   0.230294E-05  -0.549597E+02   0.145789E+02  -0.164282E-06   0.230294E-05  -0.164282E-06   0.383229E-08
  1414   0.841112E+03  -0.543624E+02   0.229975E-05  -0.543624E+02   0.144064E+02  -0.161574E-06   0.229975E-05  -0.161574E-06   0.382788E-08
  1415   0.841759E+03  -0.537551E+02   0.229643E-05  -0.537551E+02   0.142364E+02  -0.158860E-06   0.229643E-05  -0.158860E-06   0.382348E-08
  1416   0.842361E+03  -0.531383E+02   0.229301E-05  -0.531383E+02   0.140690E+02  -0.156140E-06   0.229301E-05  -0.156140E-06   0.381909E-08
  1417   0.842912E+03  -0.525123E+02   0.228947E-05  -0.525123E+02   0.139042E+02  -0.153413E-06   0.228947E-05  -0.153413E-06   0.381471E-08
  1418   0.843418E+03  -0.518773E+02   0.228581E-05  -0.518773E+02   0.137421E+02  -0.150682E-06   0.228581E-05  -0.150682E-06   0.381033E-08
  1419   0.843872E+03  -0.512335E+02   0.228205E-05  -0.512335E+02   0.135827E+02  -0.147945E-06   0.228205E-05  -0.147945E-06   0.380596E-08
  1420   0.844274E+03  -0.505813E+02   0.227817E-05  -0.505813E+02   0.134260E+02  -0.145203E-06   0.227817E-05  -0.145203E-06   0.380160E-08
  1421   0.844625E+03  -0.499209E+02   0.227418E-05  -0.499209E+02   0.132722E+02  -0.142456E-06   0.227418E-05  -0.142456E-06   0.379725E-08
  1422   0.844923E+03  -0.492525E+02   0.227008E-05  -0.492525E+02   0.131213E+02  -0.139706E-06   0.227008E-05  -0.139706E-06   0.379290E-08
  1423   0.845176E+03  -0.485764E+02   0.226587E-05  -0.485764E+02   0.129732E+02  -0.136951E-06   0.226587E-05  -0.136951E-06   0.378857E-08
  1424   0.845370E+03  -0.478928E+02   0.226155E-05  -0.478928E+02   0.128281E+02  -0.134193E-06   0.226155E-05  -0.134193E-06   0.378424E-08
  1425   0.845513E+03  -0.472021E+02   0.225712E-05  -0.472021E+02   0.126860E+02  -0.131431E-06   0.225712E-05  -0.131431E-06   0.377991E-08
  1426   0.845603E+03  -0.465045E+02   0.225259E-05  -0.465045E+02   0.125470E+02  -0.128666E-06   0.225259E-05  -0.128666E-06   0.377560E-08
  1427   0.845634E+03  -0.458003E+02   0.224794E-05  -0.458003E+02   0.124110E+02  -0.125898E-06   0.224794E-05  -0.125898E-06   0.377129E-08
  1428   0.845612E+03  -0.450896E+02   0.224320E-05  -0.450896E+02   0.122781E+02  -0.123128E-06   0.224320E-05  -0.123128E-06   0.376699E-08
  1429   0.845539E+03  -0.443730E+02   0.223834E-05  -0.443730E+02   0.121483E+02  -0.120356E-06   0.223834E-05  -0.120356E-06   0.376270E-08
  1430   0.845414E+03  -0.436506E+02   0.223338E-05  -0.436506E+02   0.120217E+02  -0.117582E-06   0.223338E-05  -0.117582E-06   0.375842E-08
  1431   0.845229E+03  -0.429227E+02   0.222832E-05  -0.429227E+02   0.118984E+02  -0.114806E-06   0.222832E-05  -0.114806E-06   0.375414E-08
  1432   0.844993E+03  -0.421895E+02   0.222315E-05  -0.421895E+02   0.117784E+02  -0.112029E-06   0.222315E-05  -0.112029E-06   0.374988E-08
  1433   0.844697E+03  -0.414514E+02   0.221788E-05  -0.414514E+02   0.116616E+02  -0.109251E-06   0.221788E-05  -0.109251E-06   0.374562E-08
  1434   0.844349E+03  -0.407086E+02   0.221251E-05  -0.407086E+02   0.115481E+02  -0.106473E-06   0.221251E-05  -0.106473E-06   0.374136E-08
  1435   0.843941E+03  -0.399615E+02   0.220704E-05  -0.399615E+02   0.114380E+02  -0.103694E-06   0.220704E-05  -0.103694E-06   0.373712E-08
  1436   0.843482E+03  -0.392104E+02   0.220147E-05  -0.392104E+02   0.113313E+02  -0.100915E-06   0.220147E-05  -0.100915E-06   0.373288E-08
  1437   0.842963E+03  -0.384555E+02   0.219580E-05  -0.384555E+02   0.112279E+02  -0.981364E-07   0.219580E-05  -0.981364E-07   0.372865E-08
  1438   0.842385E+03  -0.376970E+02   0.219003E-05  -0.376970E+02   0.111280E+02  -0.953583E-07   0.219003E-05  -0.953583E-07   0.372443E-08
  1439   0.841755E+03  -0.369354E+02   0.218416E-05  -0.369354E+02   0.110316E+02  -0.925810E-07   0.218416E-05  -0.925810E-07   0.372021E-08
  1440   0.841072E+03  -0.361708E+02   0.217819E-05  -0.361708E+02   0.109385E+02  -0.898049E-07   0.217819E-05  -0.898049E-07   0.371601E-08
  1441   0.840331E+03  -0.354036E+02   0.217213E-05  -0.354036E+02   0.108490E+02  -0.870303E-07   0.217213E-05  -0.870303E-07   0.371181E-08
  1442   0.839530E+03  -0.346341E+02   0.216597E-05  -0.346341E+02   0.107630E+02  -0.842575E-07   0.216597E-05  -0.842575E-07   0.370761E-08
  1443   0.838669E+03  -0.338624E+02   0.215971E-05  -0.338624E+02   0.106805E+02  -0.814867E-07   0.215971E-05  -0.814867E-07   0.370343E-08
  1444   0.837757E+03  -0.330890E+02   0.215336E-05  -0.330890E+02   0.106015E+02  -0.787183E-07   0.215336E-05  -0.787183E-07   0.369925E-08
  1445   0.836785E+03  -0.323141E+02   0.214692E-05  -0.323141E+02   0.105261E+02  -0.759526E-07   0.214692E-05  -0.759526E-07   0.369508E-08
  1446   0.835753E+03  -0.315379E+02   0.214038E-05  -0.315379E+02   0.104543E+02  -0.731898E-07   0.214038E-05  -0.731898E-07   0.369092E-08
  1447   0.834670E+03  -0.307609E+02   0.213375E-05  -0.307609E+02   0.103860E+02  -0.704303E-07   0.213375E-05  -0.704303E-07   0.368676E-08
  1448   0.833527E+03  -0.299831E+02   0.212703E-05  -0.299831E+02   0.103213E+02  -0.676745E-07   0.212703E-05  -0.676745E-07   0.368261E-08
  1449   0.832325E+03  -0.292051E+02   0.212022E-05  -0.292051E+02   0.102602E+02  -0.649225E-07   0.212022E-05  -0.649225E-07   0.367847E-08
  1450   0.831071E+03  -0.284270E+02   0.211332E-05  -0.284270E+02   0.102027E+02  -0.621747E-07   0.211332E-05  -0.621747E-07   0.367434E-08
  1451   0.829764E+03  -0.276492E+02   0.210633E-05  -0.276492E+02   0.101489E+02  -0.594314E-07   0.210633E-05  -0.594314E-07   0.367021E-08
  1452   0.828399E+03  -0.268720E+02   0.209925E-05  -0.268720E+02   0.100986E+02  -0.566928E-07   0.209925E-05  -0.566928E-07   0.366609E-08
  1453   0.826974E+03  -0.260957E+02   0.209208E-05  -0.260957E+02   0.100519E+02  -0.539593E-07   0.209208E-05  -0.539593E-07   0.366198E-08
  1454   0.825497E+03  -0.253205E+02   0.208483E-05  -0.253205E+02   0.100089E+02  -0.512310E-07   0.208483E-05  -0.512310E-07   0.365788E-08
  1455   0.823968E+03  -0.245468E+02   0.207749E-05  -0.245468E+02   0.996945E+01  -0.485083E-07   0.207749E-05  -0.485083E-07   0.365378E-08
  1456   0.822387E+03  -0.237747E+02   0.207007E-05  -0.237747E+02   0.993364E+01  -0.457913E-07   0.207007E-05  -0.457913E-07   0.364969E-08
  1457   0.820753E+03  -0.230045E+02   0.206257E-05  -0.230045E+02   0.990147E+01  -0.430804E-07   0.206257E-05  -0.430804E-07   0.364561E-08
  1458   0.819061E+03  -0.222366E+02   0.205498E-05  -0.222366E+02   0.987279E+01  -0.403758E-07   0.205498E-05  -0.403758E-07   0.364153E-08
  1459   0.817317E+03  -0.214712E+02   0.204732E-05  -0.214712E+02   0.984775E+01  -0.376777E-07   0.204732E-05  -0.376777E-07   0.363746E-08
  1460   0.815520E+03  -0.207086E+02   0.203958E-05  -0.207086E+02   0.982635E+01  -0.349864E-07   0.203958E-05  -0.349864E-07   0.363340E-08
  1461   0.813672E+03  -0.199489E+02   0.203175E-05  -0.199489E+02   0.980844E+01  -0.323023E-07   0.203175E-05  -0.323023E-07   0.362934E-08
  1462   0.811771E+03  -0.191926E+02   0.202386E-05  -0.191926E+02   0.979410E+01  -0.296254E-07   0.202386E-05  -0.296254E-07   0.362530E-08
  1463   0.809818E+03  -0.184398E+02   0.201588E-05  -0.184398E+02   0.978332E+01  -0.269562E-07   0.201588E-05  -0.269562E-07   0.362125E-08
  1464   0.807814E+03  -0.176908E+02   0.200783E-05  -0.176908E+02   0.977604E+01  -0.242948E-07   0.200783E-05  -0.242948E-07   0.361722E-08
  1465   0.805757E+03  -0.169458E+02   0.199971E-05  -0.169458E+02   0.977232E+01  -0.216414E-07   0.199971E-05  -0.216414E-07   0.361319E-08
  1466   0.803656E+03  -0.162053E+02   0.199152E-05  -0.162053E+02   0.977209E+01  -0.189965E-07   0.199152E-05  -0.189965E-07   0.360918E-08
  1467   0.801503E+03  -0.154693E+02   0.198326E-05  -0.154693E+02   0.977528E+01  -0.163602E-07   0.198326E-05  -0.163602E-07   0.360516E-08
  1468   0.799306E+03  -0.147382E+02   0.197493E-05  -0.147382E+02   0.978203E+01  -0.137327E-07   0.197493E-05  -0.137327E-07   0.360116E-08
  1469   0.797056E+03  -0.140122E+02   0.196652E-05  -0.140122E+02   0.979213E+01  -0.111144E-07   0.196652E-05  -0.111144E-07   0.359716E-08
  1470   0.794754E+03  -0.132914E+02   0.195806E-05  -0.132914E+02   0.980572E+01  -0.850551E-08   0.195806E-05  -0.850551E-08   0.359317E-08
  1471   0.792415E+03  -0.125764E+02   0.194952E-05  -0.125764E+02   0.982266E+01  -0.590624E-08   0.194952E-05  -0.590624E-08   0.358918E-08
  1472   0.790024E+03  -0.118671E+02   0.194092E-05  -0.118671E+02   0.984301E+01  -0.331688E-08   0.194092E-05  -0.331688E-08   0.358520E-08
  1473   0.787582E+03  -0.111639E+02   0.193226E-05  -0.111639E+02   0.986663E+01  -0.737695E-09   0.193226E-05  -0.737695E-09   0.358123E-08
  1474   0.785102E+03  -0.104670E+02   0.192354E-05  -0.104670E+02   0.989367E+01   0.183107E-08   0.192354E-05   0.183107E-08   0.357727E-08
  1475   0.782570E+03  -0.977666E+01   0.191475E-05  -0.977666E+01   0.992390E+01   0.438915E-08   0.191475E-05   0.438915E-08   0.357331E-08
  1476   0.780000E+03  -0.909305E+01   0.190590E-05  -0.909305E+01   0.995747E+01   0.693630E-08   0.190590E-05   0.693630E-08   0.356936E-08
  1477   0.777387E+03  -0.841649E+01   0.189700E-05  -0.841649E+01   0.999424E+01   0.947224E-08   0.189700E-05   0.947224E-08   0.356542E-08
  1478   0.774728E+03  -0.774713E+01   0.188803E-05  -0.774713E+01   0.100341E+02   0.119967E-07   0.188803E-05   0.119967E-07   0.356148E-08
  1479   0.772033E+03  -0.708518E+01   0.187901E-05  -0.708518E+01   0.100773E+02   0.145095E-07   0.187901E-05   0.145095E-07   0.355755E-08
  1480   0.769293E+03  -0.643089E+01   0.186994E-05  -0.643089E+01   0.101235E+02   0.170103E-07   0.186994E-05   0.170103E-07   0.355363E-08
  1481   0.766515E+03  -0.578448E+01   0.186081E-05  -0.578448E+01   0.101729E+02   0.194989E-07   0.186081E-05   0.194989E-07   0.354971E-08
  1482   0.763694E+03  -0.514615E+01   0.185163E-05  -0.514615E+01   0.102253E+02   0.219750E-07   0.185163E-05   0.219750E-07   0.354580E-08
  1483   0.760835E+03  -0.451607E+01   0.184239E-05  -0.451607E+01   0.102807E+02   0.244383E-07   0.184239E-05   0.244383E-07   0.354190E-08
  1484   0.757946E+03  -0.389445E+01   0.183311E-05  -0.389445E+01   0.103391E+02   0.268887E-07   0.183311E-05   0.268887E-07   0.353800E-08
  1485   0.755013E+03  -0.328150E+01   0.182377E-05  -0.328150E+01   0.104004E+02   0.293257E-07   0.182377E-05   0.293257E-07   0.353412E-08
  1486   0.752049E+03  -0.267738E+01   0.181439E-05  -0.267738E+01   0.104646E+02   0.317493E-07   0.181439E-05   0.317493E-07   0.353023E-08
  1487   0.749042E+03  -0.208231E+01   0.180496E-05  -0.208231E+01   0.105317E+02   0.341591E-07   0.180496E-05   0.341591E-07   0.352636E-08
  1488   0.746005E+03  -0.149646E+01   0.179548E-05  -0.149646E+01   0.106016E+02   0.365549E-07   0.179548E-05   0.365549E-07   0.352249E-08
  1489   0.742937E+03  -0.920018E+00   0.178596E-05  -0.920018E+00   0.106743E+02   0.389363E-07   0.178596E-05   0.389363E-07   0.351862E-08
  1490   0.739829E+03  -0.353152E+00   0.177640E-05  -0.353152E+00   0.107497E+02   0.413032E-07   0.177640E-05   0.413032E-07   0.351477E-08
  1491   0.736692E+03   0.203973E+00   0.176679E-05   0.203973E+00   0.108277E+02   0.436553E-07   0.176679E-05   0.436553E-07   0.351092E-08
  1492   0.733523E+03   0.751188E+00   0.175714E-05   0.751188E+00   0.109084E+02   0.459924E-07   0.175714E-05   0.459924E-07   0.350708E-08
  1493   0.730323E+03   0.128832E+01   0.174746E-05   0.128832E+01   0.109917E+02   0.483141E-07   0.174746E-05   0.483141E-07   0.350324E-08
  1494   0.727094E+03   0.181519E+01   0.173773E-05   0.181519E+01   0.110774E+02   0.506202E-07   0.173773E-05   0.506202E-07   0.349941E-08
  1495   0.723835E+03   0.233166E+01   0.172796E-05   0.233166E+01   0.111657E+02   0.529105E-07   0.172796E-05   0.529105E-07   0.349559E-08
  1496   0.720548E+03   0.283757E+01   0.171816E-05   0.283757E+01   0.112564E+02   0.551848E-07   0.171816E-05   0.551848E-07   0.349177E-08
  1497   0.717234E+03   0.333281E+01   0.170832E-05   0.333281E+01   0.113494E+02   0.574426E-07   0.170832E-05   0.574426E-07   0.348796E-08
  1498   0.713893E+03   0.381723E+01   0.169845E-05   0.381723E+01   0.114448E+02   0.596838E-07   0.169845E-05   0.596838E-07   0.348416E-08
  1499   0.710527E+03   0.429071E+01   0.168855E-05   0.429071E+01   0.115424E+02   0.619082E-07   0.168855E-05   0.619082E-07   0.348036E-08
  1500   0.707137E+03   0.475313E+01   0.167861E-05   0.475313E+01   0.116423E+02   0.641155E-07   0.167861E-05   0.641155E-07   0.347657E-08
  1501   0.703723E+03   0.520433E+01   0.166865E-05   0.520433E+01   0.117443E+02   0.663053E-07   0.166865E-05   0.663053E-07   0.347278E-08
  1502   0.700287E+03   0.564422E+01   0.165865E-05   0.564422E+01   0.118484E+02   0.684778E-07   0.165865E-05   0.684778E-07   0.346901E-08
