#    L    TT             EE             BB             TE          
  9405   0.218701E+00   0.234107E-02   0.198869E-02  -0.278833E-02
  9406   0.219128E+00   0.234035E-02   0.198784E-02  -0.278730E-02
  9407   0.218580E+00   0.233925E-02   0.198738E-02  -0.278627E-02
  9408   0.219007E+00   0.233853E-02   0.198653E-02  -0.278525E-02
  9409   0.218459E+00   0.233742E-02   0.198606E-02  -0.278423E-02
  9410   0.218887E+00   0.233670E-02   0.198521E-02  -0.278321E-02
  9411   0.218339E+00   0.233560E-02   0.198475E-02  -0.278220E-02
  9412   0.218766E+00   0.233488E-02   0.198390E-02  -0.278120E-02
  9413   0.218218E+00   0.233377E-02   0.198343E-02  -0.278020E-02
  9414   0.218645E+00   0.233305E-02   0.198258E-02  -0.277921E-02
  9415   0.218097E+00   0.233195E-02   0.198211E-02  -0.277822E-02
  9416   0.218525E+00   0.233123E-02   0.198126E-02  -0.277724E-02
  9417   0.217976E+00   0.233012E-02   0.198079E-02  -0.277626E-02
  9418   0.218404E+00   0.232940E-02   0.197993E-02  -0.277529E-02
  9419   0.217855E+00   0.232830E-02   0.197947E-02  -0.277432E-02
  9420   0.218283E+00   0.232758E-02   0.197861E-02  -0.277336E-02
  9421   0.217734E+00   0.232647E-02   0.197814E-02  -0.277241E-02
  9422   0.218162E+00   0.232575E-02   0.197728E-02  -0.277146E-02
  9423   0.217613E+00   0.232465E-02   0.197681E-02  -0.277051E-02
  9424   0.218041E+00   0.232393E-02   0.197595E-02  -0.276958E-02
  9425   0.217492E+00   0.232282E-02   0.197548E-02  -0.276864E-02
  9426   0.217920E+00   0.232210E-02   0.197462E-02  -0.276771E-02
  9427   0.217370E+00   0.232100E-02   0.197415E-02  -0.276679E-02
  9428   0.217799E+00   0.232028E-02   0.197329E-02  -0.276587E-02
  9429   0.217249E+00   0.231918E-02   0.197281E-02  -0.276496E-02
  9430   0.217677E+00   0.231846E-02   0.197195E-02  -0.276405E-02
  9431   0.217128E+00   0.231736E-02   0.197147E-02  -0.276315E-02
  9432   0.217556E+00   0.231664E-02   0.197061E-02  -0.276226E-02
  9433   0.217006E+00   0.231554E-02   0.197014E-02  -0.276137E-02
  9434   0.217435E+00   0.231483E-02   0.196927E-02  -0.276048E-02
  9435   0.216884E+00   0.231372E-02   0.196879E-02  -0.275960E-02
  9436   0.217313E+00   0.231301E-02   0.196793E-02  -0.275873E-02
  9437   0.216763E+00   0.231191E-02   0.196745E-02  -0.275786E-02
  9438   0.217191E+00   0.231120E-02   0.196658E-02  -0.275699E-02
  9439   0.216641E+00   0.231010E-02   0.196610E-02  -0.275613E-02
  9440   0.217070E+00   0.230939E-02   0.196524E-02  -0.275528E-02
  9441   0.216519E+00   0.230829E-02   0.196476E-02  -0.275443E-02
  9442   0.216948E+00   0.230758E-02   0.196389E-02  -0.275359E-02
  9443   0.216397E+00   0.230648E-02   0.196341E-02  -0.275275E-02
  9444   0.216826E+00   0.230577E-02   0.196254E-02  -0.275191E-02
  9445   0.216275E+00   0.230468E-02   0.196206E-02  -0.275108E-02
  9446   0.216704E+00   0.230397E-02   0.196119E-02  -0.275026E-02
  9447   0.216152E+00   0.230288E-02   0.196070E-02  -0.274944E-02
  9448   0.216582E+00   0.230218E-02   0.195983E-02  -0.274863E-02
  9449   0.216030E+00   0.230108E-02   0.195935E-02  -0.274782E-02
  9450   0.216459E+00   0.230038E-02   0.195847E-02  -0.274701E-02
  9451   0.215908E+00   0.229929E-02   0.195799E-02  -0.274621E-02
  9452   0.216337E+00   0.229859E-02   0.195712E-02  -0.274541E-02
  9453   0.215785E+00   0.229750E-02   0.195663E-02  -0.274462E-02
  9454   0.216214E+00   0.229680E-02   0.195575E-02  -0.274384E-02
  9455   0.215662E+00   0.229572E-02   0.195527E-02  -0.274305E-02
  9456   0.216092E+00   0.229502E-02   0.195439E-02  -0.274227E-02
  9457   0.215539E+00   0.229393E-02   0.195390E-02  -0.274150E-02
  9458   0.215969E+00   0.229324E-02   0.195303E-02  -0.274073E-02
  9459   0.215416E+00   0.229216E-02   0.195254E-02  -0.273996E-02
  9460   0.215846E+00   0.229146E-02   0.195166E-02  -0.273920E-02
  9461   0.215293E+00   0.229038E-02   0.195117E-02  -0.273844E-02
  9462   0.215723E+00   0.228969E-02   0.195029E-02  -0.273769E-02
  9463   0.215170E+00   0.228862E-02   0.194980E-02  -0.273694E-02
  9464   0.215600E+00   0.228793E-02   0.194892E-02  -0.273619E-02
  9465   0.215046E+00   0.228685E-02   0.194843E-02  -0.273545E-02
  9466   0.215476E+00   0.228617E-02   0.194755E-02  -0.273471E-02
  9467   0.214923E+00   0.228510E-02   0.194706E-02  -0.273397E-02
  9468   0.215353E+00   0.228441E-02   0.194618E-02  -0.273324E-02
  9469   0.214799E+00   0.228334E-02   0.194569E-02  -0.273251E-02
  9470   0.215229E+00   0.228266E-02   0.194480E-02  -0.273179E-02
  9471   0.214675E+00   0.228159E-02   0.194431E-02  -0.273106E-02
  9472   0.215105E+00   0.228092E-02   0.194343E-02  -0.273034E-02
  9473   0.214551E+00   0.227985E-02   0.194293E-02  -0.272962E-02
  9474   0.214981E+00   0.227918E-02   0.194205E-02  -0.272891E-02
  9475   0.214426E+00   0.227811E-02   0.194155E-02  -0.272820E-02
  9476   0.214857E+00   0.227744E-02   0.194067E-02  -0.272749E-02
  9477   0.214302E+00   0.227638E-02   0.194017E-02  -0.272678E-02
  9478   0.214732E+00   0.227571E-02   0.193929E-02  -0.272608E-02
  9479   0.214177E+00   0.227466E-02   0.193879E-02  -0.272537E-02
  9480   0.214608E+00   0.227399E-02   0.193790E-02  -0.272467E-02
  9481   0.214053E+00   0.227293E-02   0.193741E-02  -0.272397E-02
  9482   0.214483E+00   0.227227E-02   0.193652E-02  -0.272328E-02
  9483   0.213928E+00   0.227122E-02   0.193602E-02  -0.272258E-02
  9484   0.214358E+00   0.227056E-02   0.193513E-02  -0.272189E-02
  9485   0.213803E+00   0.226951E-02   0.193463E-02  -0.272120E-02
  9486   0.214233E+00   0.226885E-02   0.193375E-02  -0.272051E-02
  9487   0.213677E+00   0.226781E-02   0.193325E-02  -0.271982E-02
  9488   0.214108E+00   0.226715E-02   0.193236E-02  -0.271913E-02
  9489   0.213552E+00   0.226611E-02   0.193186E-02  -0.271845E-02
  9490   0.213983E+00   0.226546E-02   0.193097E-02  -0.271776E-02
  9491   0.213426E+00   0.226442E-02   0.193047E-02  -0.271708E-02
  9492   0.213857E+00   0.226377E-02   0.192957E-02  -0.271639E-02
  9493   0.213300E+00   0.226273E-02   0.192907E-02  -0.271571E-02
  9494   0.213731E+00   0.226209E-02   0.192818E-02  -0.271503E-02
  9495   0.213174E+00   0.226105E-02   0.192768E-02  -0.271434E-02
  9496   0.213605E+00   0.226041E-02   0.192679E-02  -0.271366E-02
  9497   0.213048E+00   0.225938E-02   0.192628E-02  -0.271298E-02
  9498   0.213479E+00   0.225874E-02   0.192539E-02  -0.271230E-02
  9499   0.212922E+00   0.225771E-02   0.192489E-02  -0.271162E-02
  9500   0.213353E+00   0.225707E-02   0.192399E-02  -0.271093E-02
  9501   0.212795E+00   0.225605E-02   0.192349E-02  -0.271025E-02
  9502   0.213226E+00   0.225542E-02   0.192260E-02  -0.270957E-02
  9503   0.212668E+00   0.225439E-02   0.192209E-02  -0.270888E-02
  9504   0.213099E+00   0.225376E-02   0.192120E-02  -0.270820E-02
  9505   0.212541E+00   0.225274E-02   0.192069E-02  -0.270751E-02
  9506   0.212972E+00   0.225212E-02   0.191980E-02  -0.270683E-02
  9507   0.212414E+00   0.225110E-02   0.191929E-02  -0.270614E-02
  9508   0.212845E+00   0.225047E-02   0.191840E-02  -0.270545E-02
  9509   0.212286E+00   0.224946E-02   0.191789E-02  -0.270476E-02
  9510   0.212718E+00   0.224884E-02   0.191699E-02  -0.270406E-02
  9511   0.212159E+00   0.224783E-02   0.191649E-02  -0.270337E-02
  9512   0.212590E+00   0.224721E-02   0.191559E-02  -0.270267E-02
  9513   0.212031E+00   0.224620E-02   0.191509E-02  -0.270198E-02
  9514   0.212462E+00   0.224559E-02   0.191419E-02  -0.270128E-02
  9515   0.211903E+00   0.224458E-02   0.191368E-02  -0.270057E-02
  9516   0.212334E+00   0.224397E-02   0.191278E-02  -0.269987E-02
  9517   0.211775E+00   0.224296E-02   0.191228E-02  -0.269916E-02
  9518   0.212206E+00   0.224235E-02   0.191138E-02  -0.269845E-02
  9519   0.211646E+00   0.224135E-02   0.191087E-02  -0.269774E-02
  9520   0.212078E+00   0.224075E-02   0.190997E-02  -0.269703E-02
  9521   0.211518E+00   0.223975E-02   0.190946E-02  -0.269631E-02
  9522   0.211949E+00   0.223914E-02   0.190856E-02  -0.269559E-02
  9523   0.211389E+00   0.223815E-02   0.190806E-02  -0.269486E-02
  9524   0.211821E+00   0.223755E-02   0.190715E-02  -0.269413E-02
  9525   0.211260E+00   0.223655E-02   0.190665E-02  -0.269340E-02
  9526   0.211692E+00   0.223595E-02   0.190575E-02  -0.269267E-02
  9527   0.211131E+00   0.223496E-02   0.190524E-02  -0.269193E-02
  9528   0.211563E+00   0.223436E-02   0.190434E-02  -0.269118E-02
  9529   0.211002E+00   0.223338E-02   0.190383E-02  -0.269044E-02
  9530   0.211433E+00   0.223278E-02   0.190293E-02  -0.268969E-02
  9531   0.210872E+00   0.223179E-02   0.190242E-02  -0.268893E-02
  9532   0.211304E+00   0.223120E-02   0.190152E-02  -0.268817E-02
  9533   0.210742E+00   0.223022E-02   0.190101E-02  -0.268741E-02
  9534   0.211174E+00   0.222963E-02   0.190010E-02  -0.268664E-02
  9535   0.210612E+00   0.222865E-02   0.189959E-02  -0.268586E-02
  9536   0.211044E+00   0.222806E-02   0.189869E-02  -0.268509E-02
  9537   0.210482E+00   0.222708E-02   0.189818E-02  -0.268430E-02
  9538   0.210914E+00   0.222649E-02   0.189728E-02  -0.268351E-02
  9539   0.210352E+00   0.222551E-02   0.189677E-02  -0.268272E-02
  9540   0.210784E+00   0.222493E-02   0.189587E-02  -0.268192E-02
  9541   0.210221E+00   0.222395E-02   0.189536E-02  -0.268112E-02
  9542   0.210653E+00   0.222337E-02   0.189445E-02  -0.268031E-02
  9543   0.210091E+00   0.222239E-02   0.189394E-02  -0.267949E-02
  9544   0.210523E+00   0.222181E-02   0.189304E-02  -0.267867E-02
  9545   0.209960E+00   0.222084E-02   0.189253E-02  -0.267785E-02
  9546   0.210392E+00   0.222026E-02   0.189162E-02  -0.267701E-02
  9547   0.209829E+00   0.221929E-02   0.189111E-02  -0.267618E-02
  9548   0.210261E+00   0.221871E-02   0.189021E-02  -0.267533E-02
  9549   0.209698E+00   0.221774E-02   0.188970E-02  -0.267448E-02
  9550   0.210130E+00   0.221716E-02   0.188879E-02  -0.267362E-02
  9551   0.209566E+00   0.221619E-02   0.188828E-02  -0.267276E-02
  9552   0.209999E+00   0.221561E-02   0.188738E-02  -0.267189E-02
  9553   0.209435E+00   0.221464E-02   0.188686E-02  -0.267102E-02
  9554   0.209867E+00   0.221407E-02   0.188596E-02  -0.267013E-02
  9555   0.209303E+00   0.221310E-02   0.188545E-02  -0.266924E-02
  9556   0.209735E+00   0.221253E-02   0.188454E-02  -0.266835E-02
  9557   0.209171E+00   0.221156E-02   0.188403E-02  -0.266745E-02
  9558   0.209604E+00   0.221099E-02   0.188313E-02  -0.266654E-02
  9559   0.209039E+00   0.221002E-02   0.188261E-02  -0.266562E-02
  9560   0.209472E+00   0.220945E-02   0.188171E-02  -0.266470E-02
  9561   0.208907E+00   0.220848E-02   0.188120E-02  -0.266376E-02
  9562   0.209339E+00   0.220791E-02   0.188029E-02  -0.266283E-02
  9563   0.208774E+00   0.220695E-02   0.187978E-02  -0.266188E-02
  9564   0.209207E+00   0.220637E-02   0.187887E-02  -0.266093E-02
  9565   0.208642E+00   0.220541E-02   0.187836E-02  -0.265997E-02
  9566   0.209075E+00   0.220484E-02   0.187745E-02  -0.265900E-02
  9567   0.208509E+00   0.220387E-02   0.187694E-02  -0.265803E-02
  9568   0.208942E+00   0.220330E-02   0.187603E-02  -0.265705E-02
  9569   0.208376E+00   0.220234E-02   0.187552E-02  -0.265606E-02
  9570   0.208809E+00   0.220177E-02   0.187461E-02  -0.265506E-02
  9571   0.208243E+00   0.220080E-02   0.187410E-02  -0.265405E-02
  9572   0.208676E+00   0.220023E-02   0.187319E-02  -0.265304E-02
  9573   0.208110E+00   0.219926E-02   0.187268E-02  -0.265202E-02
  9574   0.208543E+00   0.219869E-02   0.187177E-02  -0.265099E-02
  9575   0.207977E+00   0.219773E-02   0.187126E-02  -0.264996E-02
  9576   0.208410E+00   0.219715E-02   0.187035E-02  -0.264891E-02
  9577   0.207844E+00   0.219619E-02   0.186984E-02  -0.264786E-02
  9578   0.208277E+00   0.219562E-02   0.186893E-02  -0.264680E-02
  9579   0.207710E+00   0.219465E-02   0.186842E-02  -0.264574E-02
  9580   0.208144E+00   0.219407E-02   0.186751E-02  -0.264466E-02
  9581   0.207576E+00   0.219311E-02   0.186700E-02  -0.264358E-02
  9582   0.208010E+00   0.219253E-02   0.186609E-02  -0.264249E-02
  9583   0.207443E+00   0.219156E-02   0.186558E-02  -0.264139E-02
  9584   0.207876E+00   0.219099E-02   0.186467E-02  -0.264029E-02
  9585   0.207309E+00   0.219002E-02   0.186415E-02  -0.263917E-02
  9586   0.207743E+00   0.218944E-02   0.186324E-02  -0.263805E-02
  9587   0.207175E+00   0.218847E-02   0.186273E-02  -0.263692E-02
  9588   0.207609E+00   0.218789E-02   0.186182E-02  -0.263578E-02
  9589   0.207041E+00   0.218692E-02   0.186131E-02  -0.263464E-02
  9590   0.207475E+00   0.218634E-02   0.186040E-02  -0.263348E-02
  9591   0.206907E+00   0.218536E-02   0.185988E-02  -0.263232E-02
  9592   0.207341E+00   0.218478E-02   0.185897E-02  -0.263115E-02
  9593   0.206773E+00   0.218381E-02   0.185846E-02  -0.262998E-02
  9594   0.207207E+00   0.218323E-02   0.185755E-02  -0.262879E-02
  9595   0.206638E+00   0.218225E-02   0.185704E-02  -0.262760E-02
  9596   0.207072E+00   0.218166E-02   0.185612E-02  -0.262640E-02
  9597   0.206504E+00   0.218068E-02   0.185561E-02  -0.262519E-02
  9598   0.206938E+00   0.218010E-02   0.185470E-02  -0.262398E-02
  9599   0.206369E+00   0.217911E-02   0.185418E-02  -0.262276E-02
  9600   0.206804E+00   0.217853E-02   0.185327E-02  -0.262153E-02
  9601   0.206235E+00   0.217754E-02   0.185276E-02  -0.262029E-02
  9602   0.206669E+00   0.217695E-02   0.185185E-02  -0.261904E-02
  9603   0.206100E+00   0.217597E-02   0.185133E-02  -0.261779E-02
  9604   0.206535E+00   0.217537E-02   0.185042E-02  -0.261653E-02
  9605   0.205965E+00   0.217438E-02   0.184990E-02  -0.261526E-02
  9606   0.206400E+00   0.217379E-02   0.184899E-02  -0.261399E-02
  9607   0.205831E+00   0.217280E-02   0.184848E-02  -0.261271E-02
  9608   0.206266E+00   0.217220E-02   0.184756E-02  -0.261142E-02
  9609   0.205696E+00   0.217120E-02   0.184705E-02  -0.261012E-02
  9610   0.206131E+00   0.217061E-02   0.184613E-02  -0.260882E-02
  9611   0.205561E+00   0.216961E-02   0.184562E-02  -0.260751E-02
  9612   0.205996E+00   0.216900E-02   0.184470E-02  -0.260620E-02
  9613   0.205426E+00   0.216800E-02   0.184419E-02  -0.260487E-02
  9614   0.205861E+00   0.216740E-02   0.184327E-02  -0.260355E-02
  9615   0.205291E+00   0.216639E-02   0.184276E-02  -0.260221E-02
  9616   0.205727E+00   0.216579E-02   0.184184E-02  -0.260087E-02
  9617   0.205156E+00   0.216478E-02   0.184132E-02  -0.259952E-02
  9618   0.205592E+00   0.216417E-02   0.184041E-02  -0.259816E-02
  9619   0.205021E+00   0.216316E-02   0.183989E-02  -0.259680E-02
  9620   0.205457E+00   0.216254E-02   0.183897E-02  -0.259544E-02
  9621   0.204886E+00   0.216153E-02   0.183846E-02  -0.259406E-02
  9622   0.205322E+00   0.216091E-02   0.183754E-02  -0.259269E-02
  9623   0.204751E+00   0.215990E-02   0.183702E-02  -0.259130E-02
  9624   0.205187E+00   0.215928E-02   0.183610E-02  -0.258991E-02
  9625   0.204616E+00   0.215826E-02   0.183559E-02  -0.258852E-02
  9626   0.205052E+00   0.215763E-02   0.183467E-02  -0.258712E-02
  9627   0.204481E+00   0.215661E-02   0.183415E-02  -0.258571E-02
  9628   0.204917E+00   0.215598E-02   0.183323E-02  -0.258430E-02
  9629   0.204346E+00   0.215495E-02   0.183271E-02  -0.258288E-02
  9630   0.204782E+00   0.215432E-02   0.183179E-02  -0.258146E-02
  9631   0.204211E+00   0.215329E-02   0.183127E-02  -0.258004E-02
  9632   0.204647E+00   0.215265E-02   0.183035E-02  -0.257861E-02
  9633   0.204075E+00   0.215162E-02   0.182983E-02  -0.257717E-02
  9634   0.204512E+00   0.215098E-02   0.182891E-02  -0.257573E-02
  9635   0.203940E+00   0.214994E-02   0.182839E-02  -0.257429E-02
  9636   0.204377E+00   0.214930E-02   0.182747E-02  -0.257284E-02
  9637   0.203805E+00   0.214826E-02   0.182695E-02  -0.257139E-02
  9638   0.204242E+00   0.214761E-02   0.182602E-02  -0.256993E-02
  9639   0.203670E+00   0.214657E-02   0.182550E-02  -0.256848E-02
  9640   0.204107E+00   0.214592E-02   0.182458E-02  -0.256701E-02
  9641   0.203535E+00   0.214487E-02   0.182406E-02  -0.256555E-02
  9642   0.203972E+00   0.214421E-02   0.182313E-02  -0.256408E-02
  9643   0.203400E+00   0.214316E-02   0.182261E-02  -0.256261E-02
  9644   0.203837E+00   0.214250E-02   0.182168E-02  -0.256113E-02
  9645   0.203265E+00   0.214144E-02   0.182116E-02  -0.255965E-02
  9646   0.203702E+00   0.214078E-02   0.182023E-02  -0.255817E-02
  9647   0.203129E+00   0.213972E-02   0.181971E-02  -0.255669E-02
  9648   0.203567E+00   0.213906E-02   0.181878E-02  -0.255520E-02
  9649   0.202994E+00   0.213799E-02   0.181826E-02  -0.255372E-02
  9650   0.203432E+00   0.213732E-02   0.181733E-02  -0.255223E-02
  9651   0.202859E+00   0.213625E-02   0.181680E-02  -0.255074E-02
  9652   0.203297E+00   0.213558E-02   0.181588E-02  -0.254924E-02
  9653   0.202724E+00   0.213450E-02   0.181535E-02  -0.254775E-02
  9654   0.203163E+00   0.213383E-02   0.181442E-02  -0.254625E-02
  9655   0.202589E+00   0.213275E-02   0.181389E-02  -0.254475E-02
  9656   0.203028E+00   0.213207E-02   0.181296E-02  -0.254326E-02
  9657   0.202454E+00   0.213099E-02   0.181243E-02  -0.254176E-02
  9658   0.202893E+00   0.213030E-02   0.181150E-02  -0.254026E-02
  9659   0.202319E+00   0.212922E-02   0.181097E-02  -0.253876E-02
  9660   0.202758E+00   0.212853E-02   0.181004E-02  -0.253726E-02
  9661   0.202184E+00   0.212744E-02   0.180951E-02  -0.253575E-02
  9662   0.202623E+00   0.212675E-02   0.180858E-02  -0.253425E-02
  9663   0.202049E+00   0.212566E-02   0.180805E-02  -0.253275E-02
  9664   0.202488E+00   0.212496E-02   0.180711E-02  -0.253125E-02
  9665   0.201914E+00   0.212386E-02   0.180658E-02  -0.252975E-02
  9666   0.202354E+00   0.212316E-02   0.180564E-02  -0.252825E-02
  9667   0.201780E+00   0.212206E-02   0.180511E-02  -0.252675E-02
  9668   0.202219E+00   0.212136E-02   0.180418E-02  -0.252526E-02
  9669   0.201645E+00   0.212026E-02   0.180364E-02  -0.252376E-02
  9670   0.202084E+00   0.211955E-02   0.180270E-02  -0.252226E-02
  9671   0.201510E+00   0.211844E-02   0.180217E-02  -0.252077E-02
  9672   0.201950E+00   0.211773E-02   0.180123E-02  -0.251928E-02
  9673   0.201375E+00   0.211662E-02   0.180069E-02  -0.251779E-02
  9674   0.201815E+00   0.211591E-02   0.179975E-02  -0.251630E-02
  9675   0.201240E+00   0.211479E-02   0.179922E-02  -0.251481E-02
  9676   0.201680E+00   0.211408E-02   0.179828E-02  -0.251333E-02
  9677   0.201106E+00   0.211296E-02   0.179774E-02  -0.251185E-02
  9678   0.201546E+00   0.211224E-02   0.179679E-02  -0.251037E-02
  9679   0.200971E+00   0.211112E-02   0.179625E-02  -0.250889E-02
  9680   0.201411E+00   0.211039E-02   0.179531E-02  -0.250742E-02
  9681   0.200836E+00   0.210927E-02   0.179477E-02  -0.250595E-02
  9682   0.201277E+00   0.210854E-02   0.179383E-02  -0.250448E-02
  9683   0.200702E+00   0.210741E-02   0.179328E-02  -0.250302E-02
  9684   0.201142E+00   0.210668E-02   0.179234E-02  -0.250156E-02
  9685   0.200567E+00   0.210555E-02   0.179179E-02  -0.250010E-02
  9686   0.201008E+00   0.210482E-02   0.179085E-02  -0.249865E-02
  9687   0.200432E+00   0.210369E-02   0.179030E-02  -0.249720E-02
  9688   0.200873E+00   0.210295E-02   0.178936E-02  -0.249576E-02
  9689   0.200298E+00   0.210182E-02   0.178881E-02  -0.249432E-02
  9690   0.200739E+00   0.210108E-02   0.178786E-02  -0.249288E-02
  9691   0.200163E+00   0.209994E-02   0.178731E-02  -0.249145E-02
  9692   0.200605E+00   0.209920E-02   0.178636E-02  -0.249002E-02
  9693   0.200029E+00   0.209806E-02   0.178581E-02  -0.248860E-02
  9694   0.200470E+00   0.209732E-02   0.178486E-02  -0.248719E-02
  9695   0.199894E+00   0.209617E-02   0.178431E-02  -0.248578E-02
  9696   0.200336E+00   0.209543E-02   0.178336E-02  -0.248437E-02
  9697   0.199760E+00   0.209428E-02   0.178281E-02  -0.248297E-02
  9698   0.200201E+00   0.209353E-02   0.178185E-02  -0.248158E-02
  9699   0.199625E+00   0.209238E-02   0.178130E-02  -0.248019E-02
